ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,VPH_PISODT,VPH_PISOTI,PROM_OCUP,P_TOTAL,P15PRI_IN,P15PRI_CO,P15SEC_CO,P15SEC_IN,P18YM_PB
19,Nuevo León,031,Juárez,0145,Nido,4,0,3.75,15,2,2,0,1,2
19,Nuevo León,031,Juárez,0151,La Escondida,3,0,3,9,1,2,4,1,0
19,Nuevo León,031,Juárez,0159,Valle del Encino,2,1,1.33,4,0,2,1,0,0
19,Nuevo León,031,Juárez,0160,Las Almas (La Borrada),*,*,*,3,*,*,*,*,*
19,Nuevo León,031,Juárez,0178,Montebello,38,67,3.46,396,32,66,64,24,37
19,Nuevo León,031,Juárez,0183,El Ofertón de Cantú,*,*,*,4,*,*,*,*,*
19,Nuevo León,031,Juárez,0184,Aderámica (Los Álamos) [Adhesivos],*,*,*,7,*,*,*,*,*
19,Nuevo León,031,Juárez,0187,El Norte,*,*,*,2,*,*,*,*,*
19,Nuevo León,031,Juárez,0189,Ninguno,*,*,*,2,*,*,*,*,*
19,Nuevo León,031,Juárez,0191,Quinta Regia,*,*,*,4,*,*,*,*,*
19,Nuevo León,031,Juárez,0193,Raúl Caballero Escamilla (El Papalote),*,*,*,2,*,*,*,*,*
19,Nuevo León,031,Juárez,0194,Paso de los Indios,*,*,*,3,*,*,*,*,*
19,Nuevo León,031,Juárez,0196,El Campanario,*,*,*,1,*,*,*,*,*
19,Nuevo León,031,Juárez,0197,Casa Blanca,5,0,3.60,18,5,1,3,0,0
19,Nuevo León,031,Juárez,0203,La Terquedad,*,*,*,2,*,*,*,*,*
19,Nuevo León,031,Juárez,0204,Quinta Ruth,*,*,*,2,*,*,*,*,*
19,Nuevo León,031,Juárez,0210,Bosques de San Pedro,410,21,4.18,1817,131,224,451,114,161
19,Nuevo León,031,Juárez,0212,Fraccionamiento Campestre del Periodista,*,*,*,3,*,*,*,*,*
19,Nuevo León,031,Juárez,0215,Kilómetro 8.5,*,*,*,5,*,*,*,*,*
19,Nuevo León,031,Juárez,0224,Héctor Caballero,1205,133,4.30,5812,472,803,1370,310,542
19,Nuevo León,031,Juárez,0225,Los Huertos,9,1,4,40,7,4,5,1,7
19,Nuevo León,031,Juárez,0227,Ismael Flores,110,12,4.01,489,51,72,108,33,29
19,Nuevo León,031,Juárez,0237,El Potrero,*,*,*,1,*,*,*,*,*
19,Nuevo León,031,Juárez,0240,El Socorro,*,*,*,5,*,*,*,*,*
19,Nuevo León,031,Juárez,0243,San Isidro,*,*,*,5,*,*,*,*,*
19,Nuevo León,031,Juárez,0244,San José,11,1,2.33,28,4,5,7,3,1
19,Nuevo León,031,Juárez,0249,Valle de Juárez,227,5,4.67,1119,87,164,260,77,123
19,Nuevo León,031,Juárez,0252,San Vicente,*,*,*,5,*,*,*,*,*
19,Nuevo León,031,Juárez,0257,Carricitos,37,5,3.45,145,23,25,29,2,8
19,Nuevo León,031,Juárez,0258,Santa Anita,*,*,*,5,*,*,*,*,*
19,Nuevo León,031,Juárez,0262,Morales,*,*,*,1,*,*,*,*,*
19,Nuevo León,031,Juárez,0264,San Martín,*,*,*,4,*,*,*,*,*
19,Nuevo León,031,Juárez,0265,La Barranca,2,2,2.75,11,2,2,4,0,0
19,Nuevo León,031,Juárez,0267,La Granada,10,2,3.75,45,6,7,13,1,1
19,Nuevo León,031,Juárez,0271,La Guadalupana,*,*,*,2,*,*,*,*,*
19,Nuevo León,031,Juárez,0283,El Garabatal de las Alicias,*,*,*,6,*,*,*,*,*
19,Nuevo León,031,Juárez,0289,La Herradura,*,*,*,4,*,*,*,*,*
19,Nuevo León,031,Juárez,0290,Hacienda García,*,*,*,3,*,*,*,*,*
19,Nuevo León,031,Juárez,0291,Los Palacios,*,*,*,3,*,*,*,*,*
19,Nuevo León,031,Juárez,0292,Cuatro de Octubre,*,*,*,4,*,*,*,*,*
19,Nuevo León,031,Juárez,0293,Quinta Elisa (San Simón),*,*,*,6,*,*,*,*,*
19,Nuevo León,031,Juárez,0294,Rancho de Haro,*,*,*,1,*,*,*,*,*
19,Nuevo León,031,Juárez,0295,La Escondida (Rancho Zambrano),*,*,*,3,*,*,*,*,*
19,Nuevo León,031,Juárez,0299,La Sierra [Deportivo],*,*,*,3,*,*,*,*,*
19,Nuevo León,031,Juárez,0301,Proave,*,*,*,5,*,*,*,*,*
19,Nuevo León,031,Juárez,0302,Los Pinolillos,*,*,*,4,*,*,*,*,*
19,Nuevo León,031,Juárez,0303,La Maguira,*,*,*,3,*,*,*,*,*
19,Nuevo León,031,Juárez,0304,La Siberia (El Indio),*,*,*,1,*,*,*,*,*
19,Nuevo León,031,Juárez,0307,El Ebanito,1,3,1.75,7,6,0,0,0,0
19,Nuevo León,031,Juárez,0310,Los Naranjos,6,1,4.86,34,1,6,10,0,1
19,Nuevo León,031,Juárez,0311,Monte Kristal,1250,102,4.04,5640,246,581,1396,189,751
19,Nuevo León,031,Juárez,0312,La Maestranza,32,3,3.80,133,14,15,34,5,19
19,Nuevo León,031,Juárez,0313,Arboledas de San Roque,5932,293,4.01,25793,1486,2768,6239,1387,2975
19,Nuevo León,031,Juárez,0318,Bajío de San Marcos,5,0,1.60,8,4,1,1,1,1
19,Nuevo León,031,Juárez,0319,Dieciséis de Septiembre,144,31,3.99,702,51,105,161,37,38
19,Nuevo León,031,Juárez,0320,El Gavilán,*,*,*,5,*,*,*,*,*
19,Nuevo León,031,Juárez,0321,Camino a San Marcos,4,0,4,16,3,1,3,1,0
19,Nuevo León,031,Juárez,0325,Doce de Octubre,69,6,3.62,289,30,36,77,14,24
19,Nuevo León,031,Juárez,0331,Campestre el Sauz,6,0,4.33,29,2,7,1,0,2
19,Nuevo León,031,Juárez,0333,Carmen Jes,*,*,*,5,*,*,*,*,*
19,Nuevo León,031,Juárez,0335,Mirador de la Montaña,66,6,4.11,296,22,32,63,31,18
19,Nuevo León,031,Juárez,0339,La Ponderosa,*,*,*,3,*,*,*,*,*
19,Nuevo León,031,Juárez,0341,Los Cachorros,*,*,*,2,*,*,*,*,*
19,Nuevo León,031,Juárez,0347,Colinas del Río,0,3,2.33,7,1,3,0,0,0
19,Nuevo León,031,Juárez,0348,Valle de Vaquerías,705,6,3.80,2908,67,194,795,69,439
19,Nuevo León,031,Juárez,0349,La Nopalera,*,*,*,4,*,*,*,*,*
19,Nuevo León,031,Juárez,0350,Camino al Charco Azul,3,0,2.67,8,0,0,3,0,2
19,Nuevo León,031,Juárez,0351,Camino al Lindero,5,0,2.20,11,1,2,2,1,1
19,Nuevo León,031,Juárez,0352,Camino a San Simón,*,*,*,5,*,*,*,*,*
19,Nuevo León,031,Juárez,0354,Los Martínez,*,*,*,5,*,*,*,*,*
19,Nuevo León,031,Juárez,0355,Mary,7,0,4.29,30,2,4,8,2,1
19,Nuevo León,031,Juárez,0356,Los Helechos,*,*,*,4,*,*,*,*,*
19,Nuevo León,031,Juárez,0359,Ampliación Calderón,1,1,2.75,11,4,0,1,0,0
19,Nuevo León,031,Juárez,0360,Los Rehiletes,37,0,3.16,117,3,7,44,8,19
19,Nuevo León,032,Lampazos de Naranjo,0000,Total del Municipio,1499,34,3.47,5349,737,938,858,190,679
19,Nuevo León,032,Lampazos de Naranjo,9998,Localidades de una vivienda,19,1,*,53,13,11,5,1,3
19,Nuevo León,032,Lampazos de Naranjo,9999,Localidades de dos viviendas,10,0,*,27,3,9,1,0,1
19,Nuevo León,032,Lampazos de Naranjo,0001,Lampazos de Naranjo,1405,22,3.50,5026,665,845,824,184,672
19,Nuevo León,032,Lampazos de Naranjo,0010,Cerro Colorado,*,*,*,4,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0016,Golondrinas [Estación],5,0,3.80,19,1,8,1,0,0
19,Nuevo León,032,Lampazos de Naranjo,0018,Horcones,24,5,2.76,80,28,21,6,2,0
19,Nuevo León,032,Lampazos de Naranjo,0020,El Imán (El Cerrito) [Ganadería],*,*,*,4,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0021,La Morita Sierra Azul (El Jabalí),*,*,*,3,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0039,Golondrinas,*,*,*,9,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0041,La Playa,3,0,1.67,5,1,2,2,0,0
19,Nuevo León,032,Lampazos de Naranjo,0043,Las Presas,14,4,3.39,61,13,17,6,1,3
19,Nuevo León,032,Lampazos de Naranjo,0046,Ranas,11,2,3.92,51,6,16,11,1,0
19,Nuevo León,032,Lampazos de Naranjo,0063,San Patricio,*,*,*,3,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0065,Santa Elena,5,0,3.40,17,5,7,1,0,0
19,Nuevo León,032,Lampazos de Naranjo,0066,Santa Isabel,*,*,*,4,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0069,El Trece,*,*,*,2,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0097,La Rucia (Leonor Rodríguez),*,*,*,1,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0109,Las Palmas (El Porvenir),*,*,*,1,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0111,Los Olmos,*,*,*,3,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0126,La Mojina,*,*,*,1,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0137,La Morita,*,*,*,3,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0170,Paquita [Granja],3,0,3.33,10,2,2,1,1,0
19,Nuevo León,032,Lampazos de Naranjo,0182,Paso Robles,*,*,*,2,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0185,San Manolo,*,*,*,8,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0240,El Popo,*,*,*,1,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0262,Los Nogales,*,*,*,4,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0264,Crucero,*,*,*,4,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0288,San Vicente,*,*,*,1,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0307,Jagüey,*,*,*,4,*,*,*,*,*
19,Nuevo León,032,Lampazos de Naranjo,0309,Golondrinas,*,*,*,5,*,*,*,*,*
