ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,VPH_PISODT,VPH_PISOTI,PROM_OCUP,P_TOTAL,P15PRI_IN,P15PRI_CO,P15SEC_CO,P15SEC_IN,P18YM_PB
19,Nuevo León,012,Ciénega de Flores,0092,La Laguna Uno,*,*,*,1,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0103,Tierra Blanca,7,2,1.67,15,5,4,2,0,0
19,Nuevo León,012,Ciénega de Flores,0112,Los Ángeles (Santa Virginia),*,*,*,7,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0114,Santa María,7,0,3.71,26,5,4,3,2,0
19,Nuevo León,012,Ciénega de Flores,0119,Buena Vista,*,*,*,4,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0125,El Cortijo,*,*,*,5,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0126,María Luisa,*,*,*,5,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0128,Magueyes (Elizabeth),*,*,*,3,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0129,La Esperanza,*,*,*,2,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0134,El Puerto,5,1,2.83,17,2,3,3,0,2
19,Nuevo León,012,Ciénega de Flores,0137,Los Róbalos,*,*,*,1,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0139,Tierra Blanca,8,1,2.70,27,3,3,8,0,1
19,Nuevo León,012,Ciénega de Flores,0140,San Francisco Dos,5,0,3.20,16,3,4,0,2,0
19,Nuevo León,012,Ciénega de Flores,0142,El Sauz,*,*,*,7,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0143,Yemilé,*,*,*,5,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0144,FCL,*,*,*,4,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0146,San Luis,15,2,3.35,57,6,8,10,1,9
19,Nuevo León,012,Ciénega de Flores,0151,Ciénega,*,*,*,4,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0152,Portal de las Salinas,721,0,3.69,2671,67,210,759,94,404
19,Nuevo León,012,Ciénega de Flores,0155,Los Panchos,3,0,2.67,8,1,0,1,0,3
19,Nuevo León,012,Ciénega de Flores,0158,El Capitán,*,*,*,2,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0159,El Refugio (La Peñita),*,*,*,3,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0163,Los Nogalitos,*,*,*,1,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0164,El Perol,*,*,*,2,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0172,Cuatro Milpas,*,*,*,1,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0173,Santa Isabel,*,*,*,9,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0177,Guayacán,*,*,*,2,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0183,San Juan,*,*,*,2,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0185,Santa Martha,*,*,*,1,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0186,Ciénega de Flores [Parque Industrial],*,*,*,10,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0189,San Andrés,*,*,*,2,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0204,El Carmen Tres,*,*,*,1,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0211,Real del Sol,1603,37,3.59,5983,190,545,1728,212,1023
19,Nuevo León,012,Ciénega de Flores,0220,San Antonio,*,*,*,1,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0221,San Isidro,*,*,*,1,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0222,Tecnotubos,*,*,*,1,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0224,Emiliano Zapata,*,*,*,5,*,*,*,*,*
19,Nuevo León,012,Ciénega de Flores,0226,Campestre la Fortuna,5,0,1.60,14,3,2,3,0,2
19,Nuevo León,013,China,0000,Total del Municipio,3130,32,3.41,10864,1834,1552,1916,446,1552
19,Nuevo León,013,China,9998,Localidades de una vivienda,187,7,*,481,161,106,53,17,16
19,Nuevo León,013,China,9999,Localidades de dos viviendas,68,4,*,200,56,45,15,4,9
19,Nuevo León,013,China,0001,China,2536,5,3.51,8997,1343,1206,1627,367,1449
19,Nuevo León,013,China,0007,Los Álamos,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0008,Altamira,*,*,*,7,*,*,*,*,*
19,Nuevo León,013,China,0012,La Amistad,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0019,Barranco de Reyes,3,0,2,6,1,4,0,0,0
19,Nuevo León,013,China,0023,El Barroso,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0024,Las Blanquitas,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0026,La Bonita (La Bonita Dos),*,*,*,7,*,*,*,*,*
19,Nuevo León,013,China,0028,El Botín,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0029,La Bóveda,3,0,2.33,7,5,1,0,0,0
19,Nuevo León,013,China,0031,La Brisa,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0039,La Campana (La Campana Uno),*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0040,La Campana (La Campana Dos),*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0044,El Cañón,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0051,La Ceja,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0052,El Cencerrito,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0053,Los Cerritos,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0063,Las Comas (Las Comas Uno),*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0066,La Compañía,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0068,El Chaparral,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0069,El Chapote,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0072,Chilarillo,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0077,Las Delicias,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0082,El Dorado,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0087,El Ebanito,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0089,Lagartijero (El Ébano),*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0091,Empalme Herreras,3,0,1.67,5,2,1,0,1,0
19,Nuevo León,013,China,0094,Las Escaleras Uno (Las Escaleras),*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0098,La Esperanza Dos,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0111,El Gonzaleño,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0114,Guadalupe (Guadalupe Uno),2,1,1.33,4,4,0,0,0,0
19,Nuevo León,013,China,0115,Guadalupe (Guadalupe Dos),*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0116,Guadalupe (Guadalupe Tres),*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0120,El Hormiguero (El Hormiguero Uno),*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0121,El Hueso,4,1,1.20,6,3,3,0,0,0
19,Nuevo León,013,China,0123,La Jarita,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0125,Juan de Dios Viejo,*,*,*,11,*,*,*,*,*
19,Nuevo León,013,China,0126,Juan Pablo,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0127,Las Labores,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0130,Lampacitos,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0133,Los Laureles,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0136,Los Lirios,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0138,Los Lirios,8,0,3.88,31,7,6,0,1,1
19,Nuevo León,013,China,0144,La Luz,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0146,La Malinche,*,*,*,7,*,*,*,*,*
19,Nuevo León,013,China,0150,La Mezquitosa,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0151,El Milagro (El Milagro Uno),*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0152,El Mirador,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0154,San Pedro,*,*,*,7,*,*,*,*,*
19,Nuevo León,013,China,0155,Monte de Huma,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0156,La Morita,21,0,2.62,55,9,19,7,2,5
19,Nuevo León,013,China,0157,La Morita,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0158,Las Muchachitas (Las Muchachas),3,0,2.67,8,1,0,1,0,4
19,Nuevo León,013,China,0161,El Oscuro,6,0,3.17,19,3,3,7,0,0
19,Nuevo León,013,China,0168,La Palma (La Palma Dos),*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0171,El Palmito,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0173,Palo Alto,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0177,El Cuchillo (Paso de la Loma),12,0,2.83,34,17,3,0,2,5
19,Nuevo León,013,China,0181,El Peso,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0183,Piedras Negras,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0186,El Porvenir de los Reyes,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0192,Potrerillos,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0195,Presa Nueva,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0197,La Presita,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0198,Las Presitas (Las Presitas Uno),*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0201,La Amistad (El Progreso),*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0203,La Providencia (La Providencia Uno),*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0204,El Puerto,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0207,Los Puertecitos,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0208,La Purísima,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0210,Ramírez,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0212,Rancherías,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0216,Rancho Nuevo (Los Charcos),*,*,*,8,*,*,*,*,*
19,Nuevo León,013,China,0222,La Red,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0223,La Reforma,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0226,Rancho Nuevo (La Reforma),*,*,*,9,*,*,*,*,*
19,Nuevo León,013,China,0230,Retamitas (Las Retamitas Uno),*,*,*,7,*,*,*,*,*
19,Nuevo León,013,China,0231,El Retiro (El Retiro Uno),*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0234,El Rincón,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0245,San Ángel,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0259,Santa Irene,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0260,San Francisco (San Francisco Tres),*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0261,San Francisco,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0263,San Isidro,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0272,San Juan,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0281,El Grullo,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0285,Santa Elena (Santa Elena Dos),*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0287,Santa Rita,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0290,Santa Rosa,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0291,Santa Teresa,4,0,5.75,23,2,5,5,0,5
19,Nuevo León,013,China,0304,Tierritas Blancas,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0316,Villa Aldama,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0318,Vía Nueva (Villa Nueva),7,0,2.29,16,3,4,1,1,2
19,Nuevo León,013,China,0320,Vista Hermosa,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0325,Santa Mónica,9,0,2.33,21,9,4,1,1,5
19,Nuevo León,013,China,0328,Las Comitas,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0331,Equis,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0336,La Ceja,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0357,Soledad de la Osca,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0383,Presa Nueva,*,*,*,10,*,*,*,*,*
19,Nuevo León,013,China,0387,El Chapeño,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0388,La Herradura,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0391,San José de los Santos,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0396,El Progreso,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0397,Rancho Nuevo (Rancho Nuevo Dos),*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0403,Azalea,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0410,El Chirino,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0411,El Galván,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0416,La Guitarra,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0429,La Norita,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0432,La Unión (Rancho Nuevo),4,2,2.83,17,5,7,1,0,0
19,Nuevo León,013,China,0433,El Canelo,3,0,1.33,4,0,1,1,0,2
19,Nuevo León,013,China,0436,La Polvareda,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0441,La Rosita,*,*,*,7,*,*,*,*,*
19,Nuevo León,013,China,0456,San Juanito,4,0,2.50,10,0,5,2,0,1
19,Nuevo León,013,China,0461,La Esperanza,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0462,Nueva Victoria,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0464,Las Presitas,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0465,San Diego,3,0,2.67,8,2,2,1,1,0
19,Nuevo León,013,China,0466,Santa Elena,1,2,4,12,1,1,5,0,0
19,Nuevo León,013,China,0467,Santa Martha,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0469,Buenaventura,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0471,Nuevo Juan de Dios,*,*,*,8,*,*,*,*,*
19,Nuevo León,013,China,0472,El Órgano,*,*,*,8,*,*,*,*,*
19,Nuevo León,013,China,0473,La Palma,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0475,San Benito,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0480,Veinticuatro de Junio,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0487,El Progreso,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0489,El Mirador,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0490,El Ranchito,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0503,Los Tepetates,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0505,San José (El Reparo),*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0507,Las Comas,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0509,Las Delicias,5,0,3.20,16,4,6,2,0,0
19,Nuevo León,013,China,0512,Francisco I. Madero,40,0,3.20,128,34,15,23,12,4
19,Nuevo León,013,China,0514,La Peña,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0517,Las Hormigas (Piedra Molar),*,*,*,7,*,*,*,*,*
19,Nuevo León,013,China,0520,San Roberto,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0521,La Barreta (La Barreta Dos),3,0,2.33,7,2,3,1,0,0
19,Nuevo León,013,China,0526,La Barreta (La Barreta Tres),118,5,4.02,495,92,65,119,23,30
19,Nuevo León,013,China,0537,Los Cerritos,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0539,La Fresadita,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0544,El Chocolate,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0546,Los Pasitos,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0552,El Porvenir,*,*,*,7,*,*,*,*,*
19,Nuevo León,013,China,0574,Buenos Aires,3,3,4,24,7,4,5,3,0
19,Nuevo León,013,China,0575,La Luz,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0577,San Antonio,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0594,Doctor Ignacio Morones Prieto,35,2,3.16,117,45,11,14,3,9
19,Nuevo León,013,China,0595,Dolores,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0598,El Ebanito (Santa Lucía del Ebanito),*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0603,La Florida,*,*,*,7,*,*,*,*,*
19,Nuevo León,013,China,0638,La Calabaza,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0647,El Anhelo (Las Coloradas),*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0654,Ermita de Arriba,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0655,El Nogalito,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0659,El Grullo,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0678,El Porvenir,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0679,El Porvenir (El Álamo),*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0690,Palmira,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0691,La Reforma,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0701,San Francisco Almandre,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0710,San Rafael,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0711,Tres Caídas,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0713,Flash,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0727,Ciénega,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0732,Herminia,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0736,Los Lirios,6,0,4,24,7,3,5,0,1
19,Nuevo León,013,China,0737,Los Llanitos,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0738,El Milagro,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0742,El Purgatorio,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0747,San Pablo,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0761,La Reforma,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0762,Altamira,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0763,Los Villarreal,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0772,Antonio González,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0778,La Gloria,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0782,El Ején,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0788,Las Colimas,6,0,2.33,14,1,2,4,2,0
19,Nuevo León,013,China,0789,El Crucero,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0793,San Isidro,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0811,Buena Vista,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0817,San Gerardo,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,0824,El Setenta y Siete,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0825,El Brasil,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0833,El Llano,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0842,San Juan,*,*,*,5,*,*,*,*,*
19,Nuevo León,013,China,0844,Las Flores,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0847,La Sabina,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0854,Las Cormas,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0863,Linda Vista (Juan Vázquez),*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0870,La Palma,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0875,El Durazno,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0876,La Providencia,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0883,San Agustín,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0896,Los Potrillos (El Mirador),*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,0899,El Cohete Dos,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0902,La Red,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0903,El Porvenir,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0905,San Antonio,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0906,Treinta de Junio,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0909,Guadalupe,4,0,3,12,2,4,2,0,0
19,Nuevo León,013,China,0913,El Peso,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0914,Las Flores,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0915,San Miguel,4,0,3.25,13,0,4,4,0,0
19,Nuevo León,013,China,0923,San José,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0924,Aurelio Caballero,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0926,San Fernando Dos,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0930,Santa Fe,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0937,La Fortuna,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0944,San José de la Palmosa,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0947,Veracruz,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0949,José Salas,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0956,Jesús Muñoz,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0963,Los Caballos,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0964,La Palangana,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0972,El Potrero,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0978,El Verde,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0980,Jesús María,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,0986,Cinco de Enero,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0990,Catorce de Marzo,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,0994,Cinco de Marzo,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0996,Santa Teresa (Homero González),*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0998,El Rodeo,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,0999,Samy,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,1004,San Gerardo,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,1005,El Treinta-Treinta,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,1013,El Grullo,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,1017,Las Comitas,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,1021,Onofre,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,1030,Noé Cantú,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,1033,Nueva Barranca,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,1051,Los Altos,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,1065,Las Comas,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,1068,San Vicente,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,1089,Las Lajas,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,1097,Norberto Anaya,*,*,*,6,*,*,*,*,*
19,Nuevo León,013,China,1101,El Pastor,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,1105,El Dulce,8,0,3,27,0,4,7,5,3
19,Nuevo León,013,China,1109,Las Delicias,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,1111,Villaldama,*,*,*,7,*,*,*,*,*
19,Nuevo León,013,China,1123,El Catorce de Mayo,4,0,3.50,14,1,3,3,1,1
19,Nuevo León,013,China,1128,China (Calle Morelos),*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,1140,Ponderosa,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,1144,El Ebanito,*,*,*,11,*,*,*,*,*
19,Nuevo León,013,China,1148,La Esperanza,*,*,*,7,*,*,*,*,*
19,Nuevo León,013,China,1150,La Esperanza,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,1154,El Cancún,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,1155,Las Flores,3,0,3,9,5,2,0,0,0
19,Nuevo León,013,China,1158,La Guitarrita,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,1159,El Indomable,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,1162,El Huitolol,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,1163,El Makuc,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,1165,El Repelo,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,1166,El Tapado,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,1171,Las Tres Reynas,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,1175,Veintinueve de Enero,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,1176,Treinta de Enero,*,*,*,2,*,*,*,*,*
19,Nuevo León,013,China,1178,El Castillo,*,*,*,3,*,*,*,*,*
19,Nuevo León,013,China,1179,Las Blanquitas,*,*,*,7,*,*,*,*,*
19,Nuevo León,013,China,1183,Rancho Viejo de los Garza,*,*,*,4,*,*,*,*,*
19,Nuevo León,013,China,1186,La Piedra,*,*,*,1,*,*,*,*,*
19,Nuevo León,013,China,1189,El Grullo,*,*,*,1,*,*,*,*,*
19,Nuevo León,014,Dr. Arroyo,0000,Total del Municipio,7771,657,4.18,35445,6216,5258,4727,1366,2985
19,Nuevo León,014,Dr. Arroyo,9998,Localidades de una vivienda,32,12,*,156,42,32,15,0,2
19,Nuevo León,014,Dr. Arroyo,9999,Localidades de dos viviendas,37,9,*,171,47,24,16,6,6
19,Nuevo León,014,Dr. Arroyo,0001,Doctor Arroyo,2201,104,4.39,10272,998,1134,1498,358,2045
19,Nuevo León,014,Dr. Arroyo,0002,Acuña,107,2,3.64,397,57,62,71,24,42
19,Nuevo León,014,Dr. Arroyo,0003,Agua Nueva,46,4,4.84,242,37,66,20,7,3
19,Nuevo León,014,Dr. Arroyo,0004,Puerta de Aguilar,56,4,4.42,265,50,66,30,13,2
19,Nuevo León,014,Dr. Arroyo,0005,Palmillas (Aguilillas),11,1,4.42,53,10,6,10,3,0
19,Nuevo León,014,Dr. Arroyo,0006,La Agüita,37,4,4.66,191,42,40,7,10,1
19,Nuevo León,014,Dr. Arroyo,0007,El Álamo,42,0,4,168,42,34,25,6,6
19,Nuevo León,014,Dr. Arroyo,0008,Albercones,68,3,4.06,288,46,32,48,11,22
19,Nuevo León,014,Dr. Arroyo,0009,Los Altitos,12,5,6.33,114,23,22,14,4,0
